PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side,NumGroup,TotalExpense,Group,InGroup
2442_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,505.0,P,1,0.0,2442,False
2443_01,Mars,False,TRAPPIST-1e,31.0,False,1458.0,421.0,76.0,0.0,0.0,False,D,72.0,P,0,1955.0,2443,False
2444_01,Earth,False,55 Cancri e,43.0,False,6.0,236.0,3.0,448.0,54.0,False,F,506.0,P,1,747.0,2444,False
2445_01,Earth,False,TRAPPIST-1e,43.0,False,602.0,3.0,27.0,89.0,69.0,False,E,170.0,S,0,790.0,2445,False
2446_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,661.0,0.0,94.0,True,F,507.0,P,1,755.0,2446,False
2449_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,508.0,P,1,0.0,2449,True
2449_02,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,E,146.0,P,0,0.0,2449,True
2449_03,Mars,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,F,508.0,P,1,0.0,2449,True
2451_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,False,G,395.0,S,0,0.0,2451,False
2452_01,Earth,False,55 Cancri e,42.0,False,526.0,2.0,28.0,161.0,0.0,False,F,470.0,S,0,717.0,2452,False
2453_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,E,147.0,P,0,0.0,2453,False
2454_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,157.0,644.0,False,F,510.0,P,1,801.0,2454,False
2455_01,Mars,False,TRAPPIST-1e,42.0,False,554.0,0.0,1168.0,0.0,275.0,False,F,471.0,S,0,1997.0,2455,False
2456_01,Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,False,G,399.0,P,0,0.0,2456,False
2457_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,400.0,P,0,0.0,2457,False
2458_01,Earth,False,TRAPPIST-1e,21.0,False,31.0,93.0,578.0,0.0,0.0,True,F,511.0,P,1,702.0,2458,False
2460_01,Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,True,G,402.0,P,0,0.0,2460,False
2461_01,Earth,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,False,G,396.0,S,0,0.0,2461,False
2462_01,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,False,G,397.0,S,0,0.0,2462,False
2463_01,Earth,False,TRAPPIST-1e,48.0,False,58.0,0.0,12.0,0.0,0.0,False,E,171.0,S,0,70.0,2463,False
2466_01,Earth,False,TRAPPIST-1e,42.0,False,0.0,1.0,61.0,897.0,0.0,False,F,472.0,S,0,959.0,2466,False
2467_01,Mars,False,TRAPPIST-1e,42.0,False,999.0,0.0,49.0,0.0,11.0,False,D,83.0,S,0,1059.0,2467,False
2470_01,Earth,False,TRAPPIST-1e,23.0,False,139.0,0.0,0.0,567.0,0.0,False,G,398.0,S,0,706.0,2470,True
2470_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,543.0,0.0,False,G,398.0,S,0,543.0,2470,True
2471_01,Earth,False,TRAPPIST-1e,45.0,False,0.0,0.0,450.0,94.0,364.0,False,G,403.0,P,0,908.0,2471,False
2472_01,Earth,False,TRAPPIST-1e,30.0,False,756.0,4.0,30.0,0.0,0.0,False,E,173.0,S,0,790.0,2472,False
2474_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,F,475.0,S,0,0.0,2474,False
2475_01,Europa,False,TRAPPIST-1e,28.389833333333335,False,0.0,27.0,0.0,3573.0,3643.0,False,C,85.0,P,0,7243.0,2475,False
2476_01,Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,1.0,0.0,1264.0,False,F,512.0,P,1,1265.0,2476,False
2477_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,C,86.0,P,0,0.0,2477,True
2477_02,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,C,86.0,P,0,0.0,2477,True
2478_01,Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,False,G,404.0,P,0,0.0,2478,False
2479_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,689.6812441013149,P,1,0.0,2479,False
2480_01,Earth,False,55 Cancri e,41.0,False,682.0,0.0,0.0,0.0,17.0,False,F,476.0,S,0,699.0,2480,False
2483_01,Earth,False,55 Cancri e,35.0,False,2594.0,195.0,0.0,0.0,0.0,False,F,477.0,S,0,2789.0,2483,False
2486_01,Earth,False,TRAPPIST-1e,26.0,False,552.0,192.0,30.0,0.0,1.0,False,F,513.0,P,1,775.0,2486,True
2486_02,Earth,False,TRAPPIST-1e,17.0,False,584.0,738.0,54.0,0.0,621.0,False,F,513.0,P,1,1997.0,2486,True
2488_01,Mars,False,TRAPPIST-1e,69.0,False,4483.0,0.0,525.0,0.0,500.0,False,D,85.0,S,0,5508.0,2488,False
2489_01,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,B,72.0,P,0,0.0,2489,False
2491_01,Earth,False,PSO J318.5-22,25.0,False,2.0,2762.0,552.0,0.0,1391.0,False,G,401.0,S,0,4707.0,2491,False
2492_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,480.0,S,0,0.0,2492,False
2496_01,Earth,False,TRAPPIST-1e,25.0,False,64.0,0.0,0.0,660.0,0.0,False,F,481.0,S,0,724.0,2496,False
2497_01,Earth,False,55 Cancri e,36.0,False,0.0,0.0,0.0,33.0,619.0,False,F,920.6347936507934,P,1,652.0,2497,False
2498_01,Earth,False,TRAPPIST-1e,14.0,False,148.0,0.0,34.0,808.0,0.0,False,E,176.0,S,0,990.0,2498,False
2499_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,C,89.0,S,0,0.0,2499,False
2500_01,Earth,False,TRAPPIST-1e,22.0,False,272.0,44.0,0.0,1064.0,418.0,False,G,403.0,S,0,1798.0,2500,False
2502_01,Earth,False,TRAPPIST-1e,24.0,False,873.0,12.0,1.0,0.0,3.0,False,G,404.0,S,0,889.0,2502,False
2503_01,Mars,False,TRAPPIST-1e,11.368,False,311.0,0.0,745.0,232.0,0.0,False,F,516.0,P,1,1288.0,2503,True
2503_02,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,516.0,P,1,0.0,2503,True
2505_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,13.0,291.0,481.0,2.0,False,E,149.0,P,0,787.0,2505,True
2505_02,Earth,False,TRAPPIST-1e,19.0,False,0.0,5.0,4.0,541.0,238.0,False,E,149.0,P,0,788.0,2505,True
2506_01,Europa,False,55 Cancri e,38.0,False,0.0,2506.0,46.0,11001.0,5.0,False,A,19.0,P,0,13558.0,2506,True
2506_02,Europa,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,A,19.0,P,0,0.0,2506,True
2506_03,Europa,False,55 Cancri e,23.0,False,36.0,2467.0,0.0,381.0,803.0,False,A,19.0,P,0,3687.0,2506,True
2508_01,Europa,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,True,D,86.0,S,0,0.0,2508,True
2508_02,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,D,86.0,S,0,0.0,2508,True
2509_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,9.0,1145.0,0.0,0.0,False,F,483.0,S,0,1154.0,2509,False
2510_01,Mars,False,TRAPPIST-1e,28.0,False,34.0,0.0,1342.0,91.0,0.0,True,F,517.0,P,1,1467.0,2510,False
2512_01,Europa,False,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,False,C,91.0,S,0,16060.0,2512,True
2512_02,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,C,91.0,S,0,0.0,2512,True
2513_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,55.0,0.0,656.0,0.0,False,F,965.8204984668005,P,1,711.0,2513,False
2515_01,Europa,False,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,False,B,96.0,S,0,8453.0,2515,True
2515_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,B,96.0,S,0,0.0,2515,True
2516_01,Earth,False,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,False,G,406.0,P,0,809.0,2516,False
2518_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,C,87.0,P,0,0.0,2518,True
2518_02,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,C,87.0,P,0,0.0,2518,True
2519_01,Earth,False,TRAPPIST-1e,24.0,False,172.0,775.0,344.0,0.0,0.0,True,F,485.0,S,0,1291.0,2519,False
2520_01,Europa,False,TRAPPIST-1e,59.0,False,0.0,5407.0,0.0,285.0,1135.0,False,C,88.0,P,0,6827.0,2520,False
2521_01,Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,False,E,151.0,P,0,0.0,2521,False
2522_01,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,520.0,P,1,0.0,2522,False
2523_01,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,B,73.0,P,0,0.0,2523,False
2524_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,D,74.0,P,0,0.0,2524,False
2526_01,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,B,74.0,P,0,0.0,2526,False
2527_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,True,G,405.0,S,0,0.0,2527,False
2528_01,Mars,False,TRAPPIST-1e,48.0,False,639.0,412.0,110.0,0.0,0.0,True,F,487.0,S,0,1161.0,2528,False
2530_01,Mars,False,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,False,F,488.0,S,0,1925.0,2530,False
2531_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True,G,407.0,P,0,0.0,2531,False
2532_01,Mars,False,TRAPPIST-1e,24.0,False,737.0,37.0,1682.0,0.0,0.0,False,F,489.0,S,0,2456.0,2532,True
2532_02,Mars,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,True,F,489.0,S,0,0.0,2532,True
2534_01,Europa,False,55 Cancri e,20.0,False,0.0,646.0,0.0,0.0,1425.0,False,B,75.0,P,0,2071.0,2534,True
2534_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,B,75.0,P,0,0.0,2534,True
2535_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,G,409.0,P,0,0.0,2535,False
2537_01,Earth,False,PSO J318.5-22,23.0,False,0.0,9.0,292.0,35.0,349.0,True,E,152.0,P,0,685.0,2537,False
2540_01,Mars,False,TRAPPIST-1e,24.0,False,345.0,0.0,451.0,0.0,582.0,False,E,177.0,S,0,1378.0,2540,False
2541_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,1482.0,127.0,1555.0,1257.0,False,B,77.0,P,0,4421.0,2541,False
2542_01,Mars,False,TRAPPIST-1e,29.0,False,834.0,0.0,28.0,117.0,41.0,False,E,153.0,P,0,1020.0,2542,False
2544_01,Europa,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,B,97.0,S,0,0.0,2544,True
2544_02,Europa,False,TRAPPIST-1e,42.0,False,41.0,1912.0,0.0,1899.0,43.0,False,B,97.0,S,0,3895.0,2544,True
2545_01,Earth,True,55 Cancri e,78.0,False,0.0,0.0,0.0,0.0,0.0,False,G,410.0,P,0,0.0,2545,False
2546_01,Earth,False,TRAPPIST-1e,36.0,False,548.0,179.0,24.0,0.0,77.0,False,F,491.0,S,0,828.0,2546,False
2547_01,Europa,False,55 Cancri e,37.0,False,0.0,100.0,0.0,1402.0,1462.0,False,C,124.85959523809524,P,0,2964.0,2547,True
2547_02,Europa,False,55 Cancri e,41.0,False,0.0,12809.0,2.0,2835.0,1514.0,True,A,20.0,P,0,17160.0,2547,True
2548_01,Earth,False,TRAPPIST-1e,18.0,False,852.0,48.0,0.0,7.0,0.0,False,G,407.0,S,0,907.0,2548,False
2549_01,Mars,False,TRAPPIST-1e,62.0,False,1663.0,0.0,23.0,2.0,12.0,False,F,522.0,P,1,1700.0,2549,True
2549_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,522.0,P,1,0.0,2549,True
2549_03,Mars,False,TRAPPIST-1e,55.0,False,1281.0,0.0,7.0,1.0,0.0,False,F,522.0,P,1,1289.0,2549,True
2550_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,411.0,P,0,0.0,2550,False
2551_01,Earth,False,TRAPPIST-1e,32.0,False,238.0,156.0,3.0,2.0,324.0,False,F,523.0,P,1,723.0,2551,False
2552_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,True,F,492.0,S,0,1128.0,2552,True
2552_02,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,G,408.0,S,0,0.0,2552,True
2552_03,Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,G,408.0,S,0,0.0,2552,True
2553_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,D,87.0,S,0,0.0,2553,False
2555_01,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,B,78.0,P,0,0.0,2555,True
2555_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,B,78.0,P,0,0.0,2555,True
2557_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,C,92.0,S,0,0.0,2557,False
2558_01,Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,525.0,P,1,0.0,2558,True
2558_02,Mars,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,F,525.0,P,1,0.0,2558,True
2558_03,Mars,False,TRAPPIST-1e,55.0,False,403.0,0.0,922.0,0.0,0.0,True,F,525.0,P,1,1325.0,2558,True
2558_04,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,525.0,P,1,0.0,2558,True
2559_01,Europa,False,TRAPPIST-1e,51.0,False,0.0,1949.0,0.0,2549.0,39.0,False,C,134.5295,S,0,4537.0,2559,False
2560_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,412.0,P,0,0.0,2560,True
2560_02,Earth,False,TRAPPIST-1e,21.0,False,882.0,0.0,0.0,0.0,0.0,False,G,412.0,P,0,882.0,2560,True
2560_03,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,G,412.0,P,0,0.0,2560,True
2561_01,Earth,False,TRAPPIST-1e,19.0,False,194.0,44.0,0.0,549.0,1.0,False,E,178.0,S,0,788.0,2561,False
2562_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,526.0,P,1,0.0,2562,True
2562_02,Mars,False,TRAPPIST-1e,20.0,False,2502.0,0.0,96.0,0.0,0.0,False,F,526.0,P,1,2598.0,2562,True
2564_01,Europa,False,TRAPPIST-1e,42.0,False,2.0,3024.0,0.0,89.0,10.0,True,E,179.0,S,0,3125.0,2564,False
2565_01,Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,F,527.0,P,1,0.0,2565,True
2565_02,Mars,False,TRAPPIST-1e,32.0,False,598.0,0.0,138.0,0.0,624.0,False,E,155.0,P,0,1360.0,2565,True
2571_01,Earth,False,TRAPPIST-1e,28.0,False,145.0,8.0,557.0,0.0,74.0,True,G,414.0,P,0,784.0,2571,False
2572_01,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,C,93.0,S,0,0.0,2572,True
2572_02,Europa,True,55 Cancri e,56.0,True,0.0,0.0,0.0,0.0,0.0,True,C,93.0,S,0,0.0,2572,True
2573_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,C,90.0,P,0,0.0,2573,False
2574_01,Earth,False,TRAPPIST-1e,42.0,False,10.0,303.0,12.0,0.0,478.0,False,F,496.0,S,0,803.0,2574,False
2578_01,Earth,False,TRAPPIST-1e,18.0,False,1153.0,0.0,0.0,1409.0,195.0,False,F,498.0,S,0,2757.0,2578,False
2580_01,Earth,False,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,False,G,412.0,S,0,721.0,2580,False
2581_01,Earth,False,TRAPPIST-1e,20.0,False,496.0,20.0,16.0,0.0,254.0,False,E,156.0,P,0,786.0,2581,True
2581_02,Earth,False,TRAPPIST-1e,22.0,False,26.0,0.0,0.0,0.0,733.0,False,F,531.0,P,1,759.0,2581,True
2582_01,Earth,False,TRAPPIST-1e,22.0,False,98.0,0.0,46.0,641.0,0.0,False,G,415.0,P,0,785.0,2582,False
2584_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,417.0,P,0,0.0,2584,False
2588_01,Earth,False,TRAPPIST-1e,28.0,False,4.0,166.0,743.0,0.0,0.0,True,G,419.0,P,0,913.0,2588,False
2589_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,91.0,P,0,0.0,2589,True
2589_02,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,C,91.0,P,0,0.0,2589,True
2589_03,Europa,False,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,False,C,91.0,P,0,11757.0,2589,True
2589_04,Europa,False,TRAPPIST-1e,30.0,True,0.0,632.0,0.0,673.0,2272.0,False,C,91.0,P,0,3577.0,2589,True
2589_05,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,C,91.0,P,0,0.0,2589,True
2590_01,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,G,420.0,P,0,0.0,2590,True
2590_02,Earth,False,TRAPPIST-1e,45.0,False,406.0,148.0,285.0,0.0,0.0,False,G,420.0,P,0,839.0,2590,True
2590_03,Earth,True,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,True,G,420.0,P,0,0.0,2590,True
2591_01,Earth,False,PSO J318.5-22,18.0,False,9.0,419.0,0.0,201.0,7.0,False,F,499.0,S,0,636.0,2591,True
2591_02,Earth,False,TRAPPIST-1e,23.0,False,0.0,121.0,0.0,568.0,128.0,False,G,413.0,S,0,817.0,2591,True
2592_01,Mars,False,TRAPPIST-1e,29.0,True,803.0,0.0,0.0,58.0,0.0,False,D,75.0,P,0,861.0,2592,True
2592_02,Mars,False,TRAPPIST-1e,18.0,False,1102.0,9.0,2628.0,0.0,0.0,False,D,75.0,P,0,3739.0,2592,True
2593_01,Earth,False,TRAPPIST-1e,28.0,False,804.0,2.0,13.0,0.0,62.0,False,G,421.0,P,0,881.0,2593,False
2594_01,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,B,98.0,S,0,0.0,2594,False
2595_01,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,533.0,P,1,0.0,2595,True
2595_02,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,533.0,P,1,0.0,2595,True
2595_03,Mars,False,TRAPPIST-1e,28.0,False,938.0,61.0,0.0,53.0,4.0,False,D,76.0,P,0,1056.0,2595,True
2595_04,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,F,533.0,P,1,0.0,2595,True
2596_01,Mars,False,TRAPPIST-1e,20.0,False,59.0,0.0,1646.0,1657.0,0.0,False,D,77.0,P,0,3362.0,2596,True
2596_02,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,534.0,P,1,0.0,2596,True
2597_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,F,500.0,S,1,0.0,2597,True
2597_02,Earth,False,55 Cancri e,31.0,False,995.0,7.0,1213.0,0.0,687.0,False,F,500.0,S,1,2902.0,2597,True
2598_01,Mars,False,TRAPPIST-1e,37.0,False,27.0,0.0,1131.0,0.0,1318.0,False,F,535.0,P,1,2476.0,2598,False
2599_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,762.3744142301506,P,1,0.0,2599,False
2601_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,536.0,P,1,0.0,2601,False
2602_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,False,E,158.0,P,0,0.0,2602,True
2602_02,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,E,158.0,P,0,0.0,2602,True
2602_03,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,E,158.0,P,0,0.0,2602,True
2605_01,Mars,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,D,88.0,S,0,0.0,2605,False
2606_01,Earth,False,TRAPPIST-1e,38.43,False,900.0,0.0,0.0,0.0,1.0,False,F,537.0,P,1,901.0,2606,True
2606_02,Earth,False,TRAPPIST-1e,45.0,False,10.0,16.0,801.0,73.0,0.0,False,F,537.0,P,1,900.0,2606,True
2607_01,Europa,True,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,True,B,99.0,S,0,0.0,2607,True
2607_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,B,99.0,S,0,0.0,2607,True
2607_03,Europa,False,55 Cancri e,35.0,False,0.0,1471.0,2.0,445.0,533.0,True,B,99.0,S,0,2451.0,2607,True
2607_04,Europa,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,B,99.0,S,0,0.0,2607,True
2609_01,Earth,True,PSO J318.5-22,25.03,False,0.0,0.0,0.0,0.0,0.0,True,G,416.0,S,0,0.0,2609,False
2616_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,604.0,0.0,0.0,218.0,False,F,541.0,P,1,822.0,2616,False
2617_01,Earth,False,PSO J318.5-22,32.0,False,59.0,0.0,469.0,0.0,0.0,False,G,424.0,P,0,528.0,2617,False
2618_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,E,159.0,P,0,0.0,2618,False
2619_01,Earth,False,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,False,F,504.0,S,1,2000.0,2619,False
2622_01,Earth,False,55 Cancri e,34.0,False,492.0,0.0,13.0,55.0,0.0,False,F,505.0,S,1,560.0,2622,False
2624_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,0.0,False,F,542.0,P,1,878.0,2624,False
2625_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,G,426.0,P,0,0.0,2625,True
2625_02,Earth,False,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,False,E,160.0,P,0,1620.0,2625,True
2626_01,Earth,False,TRAPPIST-1e,19.0,False,232.0,0.0,479.0,0.0,5.0,False,F,543.0,P,1,716.0,2626,False
2627_01,Earth,False,PSO J318.5-22,40.0,False,0.0,228.0,5.0,454.0,1.0,False,F,544.0,P,1,688.0,2627,False
2628_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,A,21.0,P,0,0.0,2628,True
2628_02,Europa,False,55 Cancri e,51.0,False,0.0,6.0,0.0,2085.0,67.0,False,A,21.0,P,0,2158.0,2628,True
2629_01,Earth,False,TRAPPIST-1e,22.0,False,91.0,6.0,0.0,17.0,693.0,False,G,427.0,P,0,807.0,2629,False
2631_01,Mars,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,F,545.0,P,1,0.0,2631,False
2633_01,Earth,False,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,False,G,428.0,P,0,0.0,2633,False
2634_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,F,508.0,S,1,0.0,2634,False
2635_01,Mars,False,TRAPPIST-1e,18.0,False,1867.0,0.0,29.0,72.0,0.0,True,D,78.0,P,0,1968.0,2635,False
2636_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,137.0,671.0,0.0,False,G,419.0,S,0,808.0,2636,False
2638_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,29.0,0.0,759.0,0.0,False,E,181.0,S,0,788.0,2638,False
2640_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,False,F,510.0,S,1,1051.0,2640,False
2641_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,False,G,420.0,S,0,0.0,2641,False
2642_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,17.0,0.0,793.0,False,G,430.0,P,0,810.0,2642,False
2643_01,Earth,False,PSO J318.5-22,34.0,False,122.0,0.0,6.0,739.0,0.0,False,F,511.0,S,1,867.0,2643,False
2645_01,Europa,False,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,True,C,95.0,S,0,3710.0,2645,True
2645_02,Europa,False,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,False,C,95.0,S,0,15601.0,2645,True
2645_03,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,C,95.0,S,0,0.0,2645,True
2645_04,Europa,False,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,True,C,95.0,S,0,6045.0,2645,True
2645_05,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,95.0,S,0,0.0,2645,True
2646_01,Europa,False,55 Cancri e,33.0,False,0.0,286.0,1795.0,712.0,7041.0,False,B,80.0,P,0,9834.0,2646,False
2647_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,636.0,68.0,False,F,547.0,P,1,704.0,2647,False
2648_01,Earth,False,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,False,G,421.0,S,0,809.0,2648,False
2649_01,Mars,False,TRAPPIST-1e,16.0,False,46.0,0.0,1994.0,0.0,677.0,False,D,79.0,P,0,2717.0,2649,False
2650_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,False,G,431.0,P,0,0.0,2650,False
2651_01,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,B,100.0,S,0,0.0,2651,False
